,ddl,summerflag,winterflag,prem,year,pool,estimate,trued,bucketed,ddl_18,summerflag_18,winterflag_18,year_18,pool_18,factor_18,trued_18,bucketed_18,ddl_17,summerflag_17,winterflag_17,year_17,pool_17,factor_17,trued_17,bucketed_17,variation
1610494,1.2819999999999998,0,0,904528226,2019,TRA,1.154433,1.479983106,1.484,1.974,0.0,0.0,2018.0,TRA,1.1404,2.2511496,2.306,29.425,0.0,0.0,2017.0,TRA,1.2324,36.26337,33.209,257.67745233333335
1612168,9.385,0,0,905338424,2019,ATL,1.221567,11.464406295,11.225,0.016,1.0,0.0,2018.0,ATL,1.2182,0.0194912,0.024,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,29.30944033333333
1612205,64.327,0,0,905353904,2019,ATL,1.221567,78.579740409,80.544,91.735,0.0,0.0,2018.0,ATL,1.2182,111.751577,114.545,70.367,0.0,0.0,2017.0,ATL,1.2617,88.7820439,91.002,207.37858133333333
1612331,50.913000000000004,0,0,905421713,2019,MAC,1.2811,65.2246443,66.855,60.486,0.0,0.0,2018.0,MAC,1.2697,76.79907419999999,78.719,14.493,0.0,0.0,2017.0,MAC,1.3218,19.1568474,20.379,588.9024629999999
1612824,8.902999999999997,0,0,905719814,2019,SAV,1.2909329999999999,11.493176498999995,11.225,57.57,0.0,0.0,2018.0,SAV,1.2667,72.923919,74.747,20.548,0.0,0.0,2017.0,SAV,1.3493,27.725416399999997,25.362,645.7852330000001
1612899,25.275,0,0,905765133,2019,ATL,1.221567,30.875105925,33.209,15.388,0.0,0.0,2018.0,ATL,1.2182,18.7456616,20.379,18.874,0.0,0.0,2017.0,ATL,1.2617,23.813325799999998,25.362,25.146294333333326
1612984,37.155,0,0,905810443,2019,ATL,1.221567,45.387321885000006,48.29,19.022,0.0,0.0,2018.0,ATL,1.2182,23.172600399999997,25.362,36.042,0.0,0.0,2017.0,ATL,1.2617,45.4741914,48.29,103.28747633333336
1613329,17.121,0,0,905981673,2019,ATL,1.221567,20.914448607,20.379,24.379,0.0,0.0,2018.0,ATL,1.2182,29.698497800000002,33.209,10.55,0.0,0.0,2017.0,ATL,1.2617,13.310935,13.288,47.849641000000005
1613430,27.298000000000002,0,0,906035763,2019,ATL,1.221567,33.346335966000005,33.209,18.788,0.0,0.0,2018.0,ATL,1.2182,22.8875416,25.362,13.354,0.0,0.0,2017.0,ATL,1.2617,16.8487418,16.24,49.39726533333335
1613630,2.129,0,0,906132304,2019,ATL,1.221567,2.600716143,2.717,5.693,0.0,0.0,2018.0,ATL,1.2182,6.935212599999999,6.906,22.756,0.0,0.0,2017.0,ATL,1.2617,28.7112452,33.209,121.55353233333335
1613757,0.045,0,0,906194427,2019,ATL,1.221567,0.054970515000000005,0.024,10.822,0.0,0.0,2018.0,ATL,1.2182,13.183360399999998,13.288,12.438,0.0,0.0,2017.0,ATL,1.2617,15.693024600000001,16.24,45.390272333333336
1613839,40.145,0,0,906233239,2019,ATL,1.221567,49.039807215,48.29,27.883000000000006,0.0,0.0,2018.0,ATL,1.2182,33.96707060000001,33.209,29.332,0.0,0.0,2017.0,ATL,1.2617,37.008184400000005,33.209,44.89620233333333
1614416,55.162,0,0,906503805,2019,ATL,1.221567,67.38407885400001,69.069,23.261,0.0,0.0,2018.0,ATL,1.2182,28.336550199999998,33.209,47.088,0.0,0.0,2017.0,ATL,1.2617,59.4109296,48.29,275.098201
1614595,21.58,0,0,906591800,2019,ATL,1.221567,26.36141586,25.362,20.886,0.0,0.0,2018.0,ATL,1.2182,25.443325199999997,25.362,5.3039999999999985,0.0,0.0,2017.0,ATL,1.2617,6.692056799999999,6.906,84.69808933333334
1615242,24.116,0,0,906943951,2019,ATL,1.221567,29.459309772,33.209,33.986,0.0,0.0,2018.0,ATL,1.2182,41.40174519999999,48.29,23.283,0.0,0.0,2017.0,ATL,1.2617,29.3761611,33.209,35.444166333333314
1615247,50.765,0,0,906946879,2019,ATL,1.221567,62.01284875500001,63.563,41.488,0.0,0.0,2018.0,ATL,1.2182,50.5406816,48.29,36.604,0.0,0.0,2017.0,ATL,1.2617,46.1832668,48.29,51.741684333333346
1615528,13.61,0,0,907095401,2019,SAV,1.2909329999999999,17.56959813,16.24,16.575,0.0,0.0,2018.0,SAV,1.2667,20.9955525,20.379,6.1110000000000015,0.0,0.0,2017.0,SAV,1.3493,8.245572300000001,8.453,29.086920333333318
1617694,144.372,0,0,908062827,2019,TRA,1.154433,166.66780107600002,170.834,87.177,0.0,0.0,2018.0,TRA,1.1404,99.41665080000001,101.902,69.681,0.0,0.0,2017.0,TRA,1.2324,85.87486439999999,88.022,1526.0205870000007
1618848,18.898,0,0,908573280,2019,TRA,1.154433,21.816474834,20.379,9.266,0.0,0.0,2018.0,TRA,1.1404,10.5669464,11.225,,-1.0,0.0,2017.0,TRA,1.2324,,,46.38771199999999
1619974,16.143,0,0,909063143,2019,ATL,1.221567,19.719756081000003,20.379,5.983,0.0,0.0,2018.0,ATL,1.2182,7.288490599999999,7.425,8.402000000000001,0.0,0.0,2017.0,ATL,1.2617,10.600803400000002,11.225,28.166707000000002
1620058,9.461,0,0,909101922,2019,ATL,1.221567,11.557245387000002,11.225,18.557,0.0,0.0,2018.0,ATL,1.2182,22.606137399999998,25.362,8.695,0.0,0.0,2017.0,ATL,1.2617,10.9704815,11.225,30.097169333333326
1620567,30.523000000000003,0,0,909346071,2019,ATL,1.221567,37.285889541,33.209,31.857,0.0,0.0,2018.0,ATL,1.2182,38.8081974,48.29,16.389,0.0,0.0,2017.0,ATL,1.2617,20.6780013,20.379,73.46808933333335
1620948,3.016,0,0,909513142,2019,ATL,1.221567,3.684246072,3.831,3.845,0.0,0.0,2018.0,ATL,1.2182,4.683979,4.863,14.652,0.0,0.0,2017.0,ATL,1.2617,18.4864284,20.379,42.145830999999994
1622385,12.425999999999998,0,0,910138790,2019,SNG,1.0985,13.649961,13.288,,-1.0,0.0,2018.0,SNG,1.0775,,,3.483,0.0,0.0,2017.0,SNG,1.1546,4.0214718000000005,4.349,39.98862449999998
1622393,37.146,0,0,910141795,2019,SNG,1.0985,40.804881,48.29,50.635,0.0,0.0,2018.0,SNG,1.0775,54.559212499999994,48.29,43.007,0.0,0.0,2017.0,SNG,1.1546,49.6558822,48.29,45.74847099999998
1623356,20.903000000000002,0,0,910677887,2019,SNG,1.0985,22.961945500000002,25.362,16.674,0.0,0.0,2018.0,SNG,1.0775,17.966234999999998,16.24,11.265,0.0,0.0,2017.0,SNG,1.1546,13.006569,13.288,23.33879433333334
1623898,104.545,0,0,910992608,2019,ATL,1.221567,127.708722015,130.901,132.653,0.0,0.0,2018.0,ATL,1.2182,161.5978846,165.638,166.25,0.0,0.0,2017.0,ATL,1.2617,209.75762500000002,215.002,954.3875163333332
1625265,5.5729999999999995,0,0,911654810,2019,ATL,1.221567,6.807792891,6.906,4.084,0.0,0.0,2018.0,ATL,1.2182,4.975128799999999,4.863,13.998,0.0,0.0,2017.0,ATL,1.2617,17.6612766,16.24,28.580857
1625473,132.273,0,0,911741640,2019,ATL,1.221567,161.580331791,165.62,111.056,0.0,0.0,2018.0,ATL,1.2182,135.2884192,138.671,29.427,0.0,0.0,2017.0,ATL,1.2617,37.128045900000004,33.209,2948.459074333333
1626210,66.763,0,0,912074150,2019,ROM,1.112033,74.24265917900001,76.099,56.875,0.0,0.0,2018.0,ROM,1.0876,61.85724999999999,63.404,46.535,0.0,0.0,2017.0,ROM,1.1691,54.404068499999994,48.29,102.31002133333342
1626761,8.179,0,0,912363318,2019,VAL,1.202167,9.832523893,9.978,19.63,0.0,0.0,2018.0,VAL,1.2188,23.925044,25.362,0.253,0.0,0.0,2017.0,VAL,1.1991,0.30337230000000004,0.358,94.90250099999999
1627266,89.40700000000002,0,0,912679841,2019,ROM,1.112033,99.42353443100004,101.909,73.62100000000002,0.0,0.0,2018.0,ROM,1.0876,80.07019960000002,82.072,69.896,0.0,0.0,2017.0,ROM,1.1691,81.7154136,83.758,107.2920903333335
1627932,13.925999999999998,0,0,913067738,2019,SNG,1.0985,15.297710999999998,16.24,13.237,0.0,0.0,2018.0,SNG,1.0775,14.262867499999999,16.24,0.118,0.0,0.0,2017.0,SNG,1.1546,0.1362428,0.154,60.54062433333332
1630414,33.580999999999996,0,0,914404519,2019,ATL,1.221567,41.021441427,48.29,28.358,0.0,0.0,2018.0,ATL,1.2182,34.5457156,33.209,21.705,0.0,0.0,2017.0,ATL,1.2617,27.385198499999998,25.362,35.43025233333332
1630460,19.956,0,0,914422175,2019,BRU,1.132533,22.600828548,25.362,37.108,0.0,0.0,2018.0,BRU,1.2119,44.971185199999994,48.29,29.991,0.0,0.0,2017.0,BRU,1.054,31.610514000000002,33.209,74.25733633333331
1631002,19.991,0,0,914659000,2019,ATL,1.221567,24.420345897,25.362,22.93,0.0,0.0,2018.0,ATL,1.2182,27.933325999999997,25.362,10.938,0.0,0.0,2017.0,ATL,1.2617,13.800474600000001,13.288,39.06709899999999
1631558,7.876,0,0,914895940,2019,ATL,1.221567,9.621061692000001,9.978,1.696,0.0,0.0,2018.0,ATL,1.2182,2.0660672,2.1,13.711,0.0,0.0,2017.0,ATL,1.2617,17.299168700000003,16.24,36.099975
1631609,9.45,0,0,914918543,2019,ATL,1.221567,11.54380815,11.225,9.067,0.0,0.0,2018.0,ATL,1.2182,11.0454194,11.225,21.878,0.0,0.0,2017.0,ATL,1.2617,27.6034726,25.362,53.120599
1631974,3.088,1,1,915104853,2019,ROM,1.112033,3.433957904,3.316,3.088,0.0,0.0,2018.0,ROM,1.0876,3.3585087999999996,3.316,23.523000000000003,0.0,0.0,2017.0,ROM,1.1691,27.500739300000003,25.362,139.19640833333338
1632439,731.525,0,0,915329863,2019,ROM,1.112033,813.479940325,833.817,713.2410000000001,0.0,0.0,2018.0,ROM,1.0876,775.7209116,795.114,756.8810000000002,0.0,0.0,2017.0,ROM,1.1691,884.8695771000002,906.991,480.28016533333596
1632590,11.325999999999999,0,0,915415570,2019,ROM,1.112033,12.594885757999998,13.288,0.5760000000000001,0.0,0.0,2018.0,ROM,1.0876,0.6264576000000001,0.665,9.077,0.0,0.0,2017.0,ROM,1.1691,10.6119207,11.225,32.147917
1632836,1.494,0,0,915558559,2019,ATL,1.221567,1.8250210980000001,1.895,3.613,0.0,0.0,2018.0,ATL,1.2182,4.4013566,4.349,15.259,0.0,0.0,2017.0,ATL,1.2617,19.252280300000002,20.379,54.93245033333333
1632920,8.722000000000001,0,0,915602743,2019,AUG,1.3324,11.621192800000003,11.225,8.621,0.0,0.0,2018.0,AUG,1.361,11.733181,11.225,19.628,0.0,0.0,2017.0,AUG,1.2987,25.4908836,25.362,40.017514333333324
1632929,29.551,0,0,915606087,2019,ROM,1.112033,32.861687183,33.209,27.438,0.0,0.0,2018.0,ROM,1.0876,29.841568799999997,33.209,59.225,0.0,0.0,2017.0,ROM,1.1691,69.2399475,70.971,315.90406900000005
1633196,75.344,0,0,915747714,2019,ATL,1.221567,92.037744048,94.339,57.008,0.0,0.0,2018.0,ATL,1.2182,69.4471456,71.183,1.705,0.0,0.0,2017.0,ATL,1.2617,2.1511985,2.201,1469.5555043333334
1633217,1.338,0,0,915756513,2019,TRA,1.154433,1.544631354,1.588,15.845,0.0,0.0,2018.0,TRA,1.1404,18.069638,20.379,6.138,0.0,0.0,2017.0,TRA,1.2324,7.5644712,7.939,54.61981633333335
1636953,36.346,0,0,917312759,2019,ATL,1.221567,44.399074182,48.29,17.688,0.0,0.0,2018.0,ATL,1.2182,21.547521599999996,20.379,,-1.0,0.0,2017.0,ATL,1.2617,,,174.06048199999998
1637659,33.621,0,0,917600659,2019,TRA,1.154433,38.813191893,48.29,18.816,0.0,0.0,2018.0,TRA,1.1404,21.4577664,20.379,,-1.0,-1.0,2017.0,TRA,1.2324,,,109.59401250000005
1639378,24.471,0,0,918503312,2019,SAV,1.2909329999999999,31.590421442999997,33.209,10.652,0.0,0.0,2018.0,SAV,1.2667,13.492888399999998,13.288,14.693,0.0,0.0,2017.0,SAV,1.3493,19.825264899999997,20.379,50.48395433333334
1639454,39.004,0,0,918535358,2019,ATL,1.221567,47.645999268,48.29,40.0,0.0,0.0,2018.0,ATL,1.2182,48.727999999999994,48.29,49.972,0.0,0.0,2017.0,ATL,1.2617,63.049672400000006,64.626,36.78830400000002
1639577,26.432,0,0,918614901,2019,ATL,1.221567,32.288458944,33.209,22.892,0.0,0.0,2018.0,ATL,1.2182,27.887034399999997,25.362,13.386,0.0,0.0,2017.0,ATL,1.2617,16.8891162,16.24,45.51562533333333
1641234,34.056,0,0,919730750,2019,SAV,1.2909329999999999,43.96401424799999,48.29,33.959,0.0,0.0,2018.0,SAV,1.2667,43.0158653,48.29,22.189,0.0,0.0,2017.0,SAV,1.3493,29.9396177,33.209,46.561333000000005
1641783,112.0,0,0,920083608,2019,ATL,1.221567,136.815504,140.236,107.11,0.0,0.0,2018.0,ATL,1.2182,130.481402,133.743,144.65200000000004,0.0,0.0,2017.0,ATL,1.2617,182.50742840000007,187.07,416.57782800000103
1641950,13.06,0,0,920228979,2019,BRU,1.132533,14.79088098,16.24,8.317,0.0,0.0,2018.0,BRU,1.2119,10.0793723,11.225,2.818,0.0,0.0,2017.0,BRU,1.054,2.9701720000000003,3.024,26.272269000000005
1642809,14.413,0,0,920850142,2019,BRU,1.132533,16.323198129,16.24,40.725,0.0,0.0,2018.0,BRU,1.2119,49.3546275,48.29,11.191,0.0,0.0,2017.0,BRU,1.054,11.795314000000001,11.225,262.4932973333333
1643118,89.572,0,0,921046709,2019,SNG,1.0985,98.39484200000001,100.855,86.429,0.0,0.0,2018.0,SNG,1.0775,93.1272475,95.455,106.162,0.0,0.0,2017.0,SNG,1.1546,122.57464520000002,125.639,112.41630633333338
1643156,22.521,0,0,921086356,2019,TRA,1.154433,25.998985593,25.362,86.689,0.0,0.0,2018.0,TRA,1.1404,98.86013559999999,101.332,33.784,0.0,0.0,2017.0,TRA,1.2324,41.635401599999994,48.29,1173.8877363333331
1644394,47.556999999999995,0,0,921684127,2019,SNG,1.0985,52.241364499999996,48.29,42.717,0.0,0.0,2018.0,SNG,1.0775,46.027567499999996,48.29,31.544,0.0,0.0,2017.0,SNG,1.1546,36.4207024,33.209,67.44628299999995
1646038,21.195,0,0,922407003,2019,AUG,1.3324,28.240218000000002,33.209,2.276,0.0,0.0,2018.0,AUG,1.361,3.0976359999999996,3.316,29.825,0.0,0.0,2017.0,AUG,1.2987,38.7337275,48.29,198.55881033333333
1647680,6.412999999999999,0,0,923086300,2019,TRA,1.154433,7.403378828999999,7.425,7.85,0.0,0.0,2018.0,TRA,1.1404,8.95214,8.961,16.084,0.0,0.0,2017.0,TRA,1.2324,19.8219216,20.379,27.231994333333333
1649448,7.8439999999999985,0,0,923918307,2019,ATL,1.221567,9.581971547999999,9.978,23.1,0.0,0.0,2018.0,ATL,1.2182,28.14042,33.209,19.991,0.0,0.0,2017.0,ATL,1.2617,25.2226447,25.362,64.99350433333336
1649460,81.291,0,0,923925539,2019,ATL,1.221567,99.302402997,101.785,65.0,0.0,0.0,2018.0,ATL,1.2182,79.18299999999999,81.163,63.402,0.0,0.0,2017.0,ATL,1.2617,79.9943034,81.994,97.99443433333329
1649506,29.25800000000001,0,0,923963234,2019,ATL,1.221567,35.740607286000014,33.209,25.711,0.0,0.0,2018.0,ATL,1.2182,31.3211402,33.209,16.493,0.0,0.0,2017.0,ATL,1.2617,20.8092181,20.379,43.416326333333394
1649781,16.771,0,0,924103629,2019,BRU,1.132533,18.993710943,20.379,19.016,0.0,0.0,2018.0,BRU,1.2119,23.0454904,25.362,31.4,0.0,0.0,2017.0,BRU,1.054,33.0956,33.209,62.068520333333325
1650852,18.757,0,0,924628900,2019,TRA,1.154433,21.653699781000004,20.379,10.885,0.0,0.0,2018.0,TRA,1.1404,12.413254,13.288,8.704,0.0,0.0,2017.0,TRA,1.2324,10.726809600000001,11.225,27.964659000000008
1650867,27.816,0,0,924634309,2019,TRA,1.154433,32.111708328,33.209,20.632,0.0,0.0,2018.0,TRA,1.1404,23.528732800000004,25.362,10.227,0.0,0.0,2017.0,TRA,1.2324,12.603754799999999,13.288,78.20780033333332
1650914,28.916999999999998,0,0,924664911,2019,ATL,1.221567,35.324052939,33.209,78.767,0.0,0.0,2018.0,ATL,1.2182,95.95395939999999,98.353,165.861,0.0,0.0,2017.0,ATL,1.2617,209.2668237,214.498,4804.007745333332
1651673,0.87,0,0,925036029,2019,SAV,1.2909329999999999,1.1231117099999999,1.178,13.645,0.0,0.0,2018.0,SAV,1.2667,17.284121499999998,16.24,9.685,0.0,0.0,2017.0,SAV,1.3493,13.0679705,13.288,42.764408333333336
1652156,87.35600000000002,0,0,925243723,2019,ATL,1.221567,106.71120685200003,109.379,89.03,0.0,0.0,2018.0,ATL,1.2182,108.456346,111.168,69.118,0.0,0.0,2017.0,ATL,1.2617,87.2061806,89.386,121.98577733333354
1652281,35.758,0,0,925292829,2019,BRU,1.132533,40.497115014,48.29,23.607,0.0,0.0,2018.0,BRU,1.2119,28.6093233,33.209,3.552,0.0,0.0,2017.0,BRU,1.054,3.743808,3.831,264.5127103333334
1652841,32.085,0,0,925530400,2019,ATL,1.221567,39.193977195,48.29,48.367,0.0,0.0,2018.0,ATL,1.2182,58.9206794,48.29,25.696,0.0,0.0,2017.0,ATL,1.2617,32.4206432,33.209,136.6495143333333
1653362,12.784,0,0,925746702,2019,ROM,1.112033,14.216229872000001,16.24,15.962,0.0,0.0,2018.0,ROM,1.0876,17.3602712,16.24,3.689,0.0,0.0,2017.0,ROM,1.1691,4.3128099,4.349,40.57420633333333
1655039,15.904000000000002,0,0,926459546,2019,ATL,1.221567,19.427801568000003,20.379,18.268,0.0,0.0,2018.0,ATL,1.2182,22.2540776,25.362,8.961,0.0,0.0,2017.0,ATL,1.2617,11.3060937,11.225,23.402332333333337
1655383,94.141,0,0,926608250,2019,TRA,1.154433,108.67947705300001,111.396,103.807,0.0,0.0,2018.0,TRA,1.1404,118.3815028,121.341,94.396,0.0,0.0,2017.0,TRA,1.2324,116.33363039999999,119.242,30.343916999999994
1655576,82.545,0,0,926691749,2019,TRA,1.154433,95.29267198500001,97.675,7.9060000000000015,0.0,0.0,2018.0,TRA,1.1404,9.016002400000003,9.479,120.939,0.0,0.0,2017.0,TRA,1.2324,149.04522359999999,152.771,3303.589774333333
1655948,12.255999999999998,0,0,926847404,2019,ATL,1.221567,14.971525151999998,16.24,22.782,0.0,0.0,2018.0,ATL,1.2182,27.7530324,25.362,0.797,0.0,0.0,2017.0,ATL,1.2617,1.0055749,1.075,120.907597
1656945,7.602,0,0,927264126,2019,ATL,1.221567,9.286352334,9.479,8.937999999999997,0.0,0.0,2018.0,ATL,1.2182,10.888271599999996,11.225,17.578,0.0,0.0,2017.0,ATL,1.2617,22.1781626,25.362,29.325845333333334
1657155,5.2620000000000005,0,0,927351644,2019,MAC,1.2811,6.7411482000000005,6.906,16.869,0.0,0.0,2018.0,MAC,1.2697,21.4185693,20.379,8.982000000000003,0.0,0.0,2017.0,MAC,1.3218,11.872407600000004,11.225,35.12760299999999
1659835,1.151,0,0,928499316,2019,ATL,1.221567,1.406023617,1.484,10.714,0.0,0.0,2018.0,ATL,1.2182,13.0517948,13.288,13.018,0.0,0.0,2017.0,ATL,1.2617,16.4248106,16.24,39.59751233333334
1660006,41.477,0,0,928571427,2019,TRA,1.154433,47.882417540999995,48.29,10.83,0.0,0.0,2018.0,TRA,1.1404,12.350532000000001,13.288,13.488,0.0,0.0,2017.0,TRA,1.2324,16.622611199999998,16.24,288.28128233333325
1663018,11.02,0,0,929848840,2019,ATL,1.221567,13.461668340000001,13.288,12.719,0.0,0.0,2018.0,ATL,1.2182,15.494285799999998,16.24,24.899,0.0,0.0,2017.0,ATL,1.2617,31.4150683,33.209,57.31094033333335
1663373,135.44799999999998,0,0,929993500,2019,SNG,1.0985,148.789628,152.509,149.52200000000005,0.0,0.0,2018.0,SNG,1.0775,161.10995500000004,165.138,134.488,0.0,0.0,2017.0,SNG,1.1546,155.2798448,159.162,70.8367053333339
1663789,27.305999999999997,0,0,930167127,2019,ATL,1.221567,33.356108502,33.209,58.588,0.0,0.0,2018.0,ATL,1.2182,71.3719016,73.156,61.151,0.0,0.0,2017.0,ATL,1.2617,77.1542167,79.083,355.1027530000001
1664612,1.033,0,0,930509406,2019,SNG,1.0985,1.1347505,1.178,38.651,0.0,0.0,2018.0,SNG,1.0775,41.6464525,48.29,32.069,0.0,0.0,2017.0,SNG,1.1546,37.02686740000001,33.209,403.61165733333337
1666462,40.866,0,0,931311847,2019,ATL,1.221567,49.920557022000004,48.29,42.812,0.0,0.0,2018.0,ATL,1.2182,52.153578399999994,48.29,33.608000000000004,0.0,0.0,2017.0,ATL,1.2617,42.40321360000001,48.29,23.529849333333303
1666875,24.843000000000004,0,0,931485956,2019,BRU,1.132533,28.135517319000005,33.209,8.561,0.0,0.0,2018.0,BRU,1.2119,10.3750759,11.225,16.884,0.0,0.0,2017.0,BRU,1.054,17.795736,16.24,66.28692233333337
1668881,74.798,0,0,932482451,2019,ATL,1.221567,91.370768466,93.655,12.472,0.0,0.0,2018.0,ATL,1.2182,15.193390399999998,16.24,70.84899999999998,0.0,0.0,2017.0,ATL,1.2617,89.39018329999998,91.625,1217.999834333333
1668951,38.907,0,0,932524237,2019,ATL,1.221567,47.527507269,48.29,2.31,0.0,0.0,2018.0,ATL,1.2182,2.814042,2.92,28.354,0.0,0.0,2017.0,ATL,1.2617,35.7742418,33.209,354.8326923333333
1669004,0.044000000000000004,0,0,932550529,2019,ATL,1.221567,0.05374894800000001,0.024,0.0,0.0,0.0,2018.0,ATL,1.2182,0.0,0.024,9.048,0.0,0.0,2017.0,ATL,1.2617,11.415861600000001,11.225,27.156709333333332
1669276,19.930999999999997,0,0,932671016,2019,SAV,1.2909329999999999,25.729585622999995,25.362,1.064,0.0,0.0,2018.0,SAV,1.2667,1.3477688,1.382,4.814,0.0,0.0,2017.0,SAV,1.3493,6.4955302,6.396,99.75831299999997
1669480,37.458,0,0,932849131,2019,ATL,1.221567,45.757456686,48.29,51.152,0.0,0.0,2018.0,ATL,1.2182,62.3133664,63.871,82.822,0.0,0.0,2017.0,ATL,1.2617,104.4965174,107.109,541.4011720000001
1669543,24.869,0,0,932920296,2019,ATL,1.221567,30.379149723,33.209,49.411,0.0,0.0,2018.0,ATL,1.2182,60.1924802,61.697,63.592,0.0,0.0,2017.0,ATL,1.2617,80.2340264,82.24,383.8135423333333
1670490,12.144,0,0,933403512,2019,BRU,1.132533,13.753480752,13.288,12.557,0.0,0.0,2018.0,BRU,1.2119,15.2178283,16.24,1.382,0.0,0.0,2017.0,BRU,1.054,1.456628,1.484,40.14530633333334
1670791,9.771,0,0,933531401,2019,ATL,1.221567,11.935931157000002,11.225,8.629,0.0,0.0,2018.0,ATL,1.2182,10.511847799999998,11.225,23.081,0.0,0.0,2017.0,ATL,1.2617,29.1212977,33.209,64.553428
1672334,0.312,0,0,934283965,2019,ATL,1.221567,0.38112890400000005,0.358,8.634,0.0,0.0,2018.0,ATL,1.2182,10.5179388,11.225,13.763,0.0,0.0,2017.0,ATL,1.2617,17.3647771,16.24,46.08195433333333
1672435,1.094,0,0,934329310,2019,ATL,1.221567,1.336394298,1.382,13.194,0.0,0.0,2018.0,ATL,1.2182,16.0729308,16.24,8.712,0.0,0.0,2017.0,ATL,1.2617,10.9919304,11.225,37.42204133333334
1672720,0.040999999999999995,0,0,934459457,2019,ATL,1.221567,0.050084247,0.024,3.36,0.0,0.0,2018.0,ATL,1.2182,4.093152,4.349,15.115,0.0,0.0,2017.0,ATL,1.2617,19.0705955,20.379,62.73687700000001
1673083,64.402,0,0,934620550,2019,ATL,1.221567,78.671357934,80.638,45.067,0.0,0.0,2018.0,ATL,1.2182,54.9006194,48.29,55.39,0.0,0.0,2017.0,ATL,1.2617,69.885563,71.633,93.603783
1673213,32.568000000000005,0,0,934675817,2019,ATL,1.221567,39.78399405600001,48.29,28.763,0.0,0.0,2018.0,ATL,1.2182,35.0390866,33.209,22.636,0.0,0.0,2017.0,ATL,1.2617,28.5598412,33.209,25.110463000000024
1673473,11.427,0,0,934778050,2019,ATL,1.221567,13.958846109,13.288,12.512,0.0,0.0,2018.0,ATL,1.2182,15.2421184,16.24,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,48.05061633333334
1673863,13.948,0,0,934972711,2019,ATL,1.221567,17.038416516,16.24,5.192,0.0,0.0,2018.0,ATL,1.2182,6.3248944,6.396,4.33,0.0,0.0,2017.0,ATL,1.2617,5.463161,5.374,28.319417333333334
1674763,27.805,0,0,935405431,2019,ATL,1.221567,33.965670435,33.209,39.633,0.0,0.0,2018.0,ATL,1.2182,48.2809206,48.29,34.423,0.0,0.0,2017.0,ATL,1.2617,43.4314991,48.29,35.14060133333335
1675048,2468.6639999999998,0,0,935626782,2019,MAC,1.2811,3162.6054503999994,3241.671,2285.213,0.0,0.0,2018.0,MAC,1.2697,2901.5349461000005,2974.073,2767.738,0.0,0.0,2017.0,MAC,1.3218,3658.3960884,3749.856,59321.650416999924
1675685,348.43800000000016,0,0,936084106,2019,ATL,1.221567,425.64036234600024,436.281,353.59,0.0,0.0,2018.0,ATL,1.2182,430.74333799999994,441.512,363.187,0.0,0.0,2017.0,ATL,1.2617,458.23303790000006,469.689,56.02975233333241
1675766,38.063,0,0,936121912,2019,ATL,1.221567,46.49650472100001,48.29,24.992,0.0,0.0,2018.0,ATL,1.2182,30.4452544,33.209,22.176,0.0,0.0,2017.0,ATL,1.2617,27.979459199999997,25.362,71.86294433333336
1676579,12.937999999999999,0,0,936648315,2019,TRA,1.154433,14.936054153999999,16.24,20.566,0.0,0.0,2018.0,TRA,1.1404,23.4534664,25.362,10.243,0.0,0.0,2017.0,TRA,1.2324,12.6234732,13.288,28.668956333333327
1676584,41.078,0,0,936650703,2019,ATL,1.221567,50.17952922600001,48.29,19.867,0.0,0.0,2018.0,ATL,1.2182,24.2019794,25.362,11.423,0.0,0.0,2017.0,ATL,1.2617,14.4123991,16.24,233.4377803333334
1676629,25.368000000000002,0,0,936707448,2019,ROM,1.112033,28.210053144000003,33.209,26.568,0.0,0.0,2018.0,ROM,1.0876,28.8953568,33.209,119.166,0.0,0.0,2017.0,ROM,1.1691,139.3169706,142.8,2895.6490679999997
1677801,18.542,0,0,937345459,2019,ATL,1.221567,22.650295314000005,25.362,13.171,0.0,0.0,2018.0,ATL,1.2182,16.0449122,16.24,22.996,0.0,0.0,2017.0,ATL,1.2617,29.0140532,33.209,24.20273033333333
1677947,24.24,0,0,937419983,2019,ATL,1.221567,29.61078408,33.209,0.0,0.0,0.0,2018.0,ATL,1.2182,0.0,0.024,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,195.85919999999996
1677948,13.833,0,0,937420584,2019,ATL,1.221567,16.897936311000002,16.24,13.294,0.0,0.0,2018.0,ATL,1.2182,16.1947508,16.24,3.438,0.0,0.0,2017.0,ATL,1.2617,4.3377246000000005,4.349,34.24788033333333
1678472,13.437999999999999,0,0,937764957,2019,ATL,1.221567,16.415417345999998,16.24,63.79600000000001,0.0,0.0,2018.0,ATL,1.2182,77.71628720000001,79.659,39.682,0.0,0.0,2017.0,ATL,1.2617,50.0667794,48.29,634.3601160000003
1678690,45.424,0,0,937900783,2019,ATL,1.221567,55.488459408000004,48.29,30.429,0.0,0.0,2018.0,ATL,1.2182,37.068607799999995,33.209,0.257,0.0,0.0,2017.0,ATL,1.2617,0.3242569,0.358,529.209583
