,ddl,summerflag,winterflag,prem,year,pool,estimate,trued,bucketed,ddl_18,summerflag_18,winterflag_18,year_18,pool_18,factor_18,trued_18,bucketed_18,ddl_17,summerflag_17,winterflag_17,year_17,pool_17,factor_17,trued_17,bucketed_17,variation
551898,0.0,0,0,315005013,2019,ATL,1.221567,0.0,0.024,6.972,0.0,0.0,2018.0,ATL,1.2182,8.4932904,8.453,11.845999999999998,0.0,0.0,2017.0,ATL,1.2617,14.946098199999998,16.24,35.448729333333326
551956,116.197,0,0,315031782,2019,ATL,1.221567,141.94242069900002,145.491,125.296,0.0,0.0,2018.0,ATL,1.2182,152.6355872,156.451,172.295,0.0,0.0,2017.0,ATL,1.2617,217.3846015,222.819,906.4472343333327
552140,11.969000000000001,0,0,315119529,2019,ATL,1.221567,14.620935423000002,16.24,22.157,0.0,0.0,2018.0,ATL,1.2182,26.991657399999998,25.362,15.035,0.0,0.0,2017.0,ATL,1.2617,18.969659500000002,20.379,27.319763999999996
552438,1265.998,0,0,315274114,2019,ATL,1.221567,1546.501378866,1585.164,1403.546,0.0,0.0,2018.0,ATL,1.2182,1709.7997372,1752.545,,-1.0,0.0,2017.0,ATL,1.2617,,,9459.726152
552549,2.115,0,0,315324429,2019,ATL,1.221567,2.5836142050000004,2.614,11.06,0.0,0.0,2018.0,ATL,1.2182,13.473292,13.288,11.079,0.0,0.0,2017.0,ATL,1.2617,13.9783743,13.288,26.727780333333335
552561,25.559,0,0,315328636,2019,ATL,1.221567,31.222030953000004,33.209,18.228,0.0,0.0,2018.0,ATL,1.2182,22.2053496,25.362,28.106,0.0,0.0,2017.0,ATL,1.2617,35.4613402,33.209,26.30094233333333
552685,15.57,0,0,315387534,2019,ATL,1.221567,19.019798190000003,20.379,20.792,0.0,0.0,2018.0,ATL,1.2182,25.328814400000002,25.362,6.158,0.0,0.0,2017.0,ATL,1.2617,7.769548600000001,7.939,55.00149733333335
553660,12.122,0,0,315912403,2019,SNG,1.0985,13.316017,13.288,31.878,0.0,0.0,2018.0,SNG,1.0775,34.348544999999994,33.209,5.335,0.0,0.0,2017.0,SNG,1.1546,6.159791,6.396,190.148959
553944,10.341,0,0,316040112,2019,ATL,1.221567,12.632224347,13.288,22.88,0.0,0.0,2018.0,ATL,1.2182,27.872415999999998,25.362,25.392,0.0,0.0,2017.0,ATL,1.2617,32.0370864,33.209,65.01154433333333
554988,14.979000000000001,0,0,316545060,2019,ATL,1.221567,18.297852093000003,20.379,21.756,0.0,0.0,2018.0,ATL,1.2182,26.5031592,25.362,11.605,0.0,0.0,2017.0,ATL,1.2617,14.6420285,16.24,26.725734333333335
555084,22.741999999999997,0,0,316593132,2019,ATL,1.221567,27.780876713999998,25.362,0.863,0.0,0.0,2018.0,ATL,1.2182,1.0513066,1.075,11.275,0.0,0.0,2017.0,ATL,1.2617,14.2256675,16.24,119.7654123333333
555538,12.595,0,0,316774520,2019,TRA,1.154433,14.540083635000002,16.24,10.405,0.0,0.0,2018.0,TRA,1.1404,11.865862,11.225,44.006,0.0,0.0,2017.0,TRA,1.2324,54.232994399999995,48.29,353.41237033333334
555838,66.313,0,0,316905239,2019,ATL,1.221567,81.00577247100001,83.031,59.135,0.0,0.0,2018.0,ATL,1.2182,72.038257,73.839,54.212,0.0,0.0,2017.0,ATL,1.2617,68.39928040000001,70.109,37.032302333333334
557424,13.568,0,0,317577129,2019,ATL,1.221567,16.574221056,16.24,14.824000000000002,0.0,0.0,2018.0,ATL,1.2182,18.0585968,20.379,0.0,1.0,0.0,2017.0,ATL,1.2617,0.0,0.024,67.56985600000002
557888,2.65,0,0,317898512,2019,SAV,1.2909329999999999,3.4209724499999994,3.316,2.75,0.0,0.0,2018.0,SAV,1.2667,3.483425,3.316,26.695,0.0,0.0,2017.0,SAV,1.3493,36.0195635,33.209,191.92250833333333
558528,36.734,0,0,318225052,2019,ATL,1.221567,44.873042178000006,48.29,26.409,0.0,0.0,2018.0,ATL,1.2182,32.1714438,33.209,41.585,0.0,0.0,2017.0,ATL,1.2617,52.467794500000004,48.29,60.07480033333336
559606,49.153999999999996,0,0,318840000,2019,SNG,1.0985,53.995669,48.29,35.324,0.0,0.0,2018.0,SNG,1.0775,38.061609999999995,48.29,60.987,0.0,0.0,2017.0,SNG,1.1546,70.41559020000001,72.176,164.97972633333336
559763,14.362,0,0,318932833,2019,BRU,1.132533,16.265438946,16.24,5.2029999999999985,0.0,0.0,2018.0,BRU,1.2119,6.305515699999998,6.396,12.451,0.0,0.0,2017.0,BRU,1.054,13.123354,13.288,23.34545100000001
561701,30.23,0,0,320152403,2019,ATL,1.221567,36.92797041,33.209,22.954,0.0,0.0,2018.0,ATL,1.2182,27.9625628,25.362,34.663000000000004,0.0,0.0,2017.0,ATL,1.2617,43.73430710000001,48.29,34.948724333333345
562082,20.948,0,0,320436613,2019,ATL,1.221567,25.589385516000004,25.362,31.353,0.0,0.0,2018.0,ATL,1.2182,38.1942246,48.29,14.045,0.0,0.0,2017.0,ATL,1.2617,17.7205765,16.24,75.91371633333335
562099,59.053000000000004,0,0,320464603,2019,ATL,1.221567,72.137196051,73.941,45.485,0.0,0.0,2018.0,ATL,1.2182,55.409827,48.29,50.728,0.0,0.0,2017.0,ATL,1.2617,64.00351760000001,65.604,46.81421633333337
563690,197.44400000000002,0,0,321302871,2019,ATL,1.221567,241.19107474800003,247.221,166.32,0.0,0.0,2018.0,ATL,1.2182,202.611024,207.676,119.933,0.0,0.0,2017.0,ATL,1.2617,151.31946610000003,155.102,1521.4020443333336
564438,9.328,0,0,321693226,2019,AUG,1.3324,12.4286272,13.288,7.681,0.0,0.0,2018.0,AUG,1.361,10.453841,11.225,0.01,0.0,0.0,2017.0,AUG,1.2987,0.012987,0.024,24.730329
565300,78.5,0,0,322398193,2019,TRA,1.154433,90.6229905,92.889,70.376,0.0,0.0,2018.0,TRA,1.1404,80.25679040000001,82.263,86.865,0.0,0.0,2017.0,TRA,1.2324,107.05242599999998,109.729,67.97662033333324
565678,43.422,0,0,322693135,2019,ATL,1.221567,53.042882274,48.29,36.542,0.0,0.0,2018.0,ATL,1.2182,44.5154644,48.29,17.413,0.0,0.0,2017.0,ATL,1.2617,21.969982100000003,20.379,181.620187
565972,24.997,0,0,322838131,2019,TRA,1.154433,28.857361701000002,33.209,25.102,0.0,0.0,2018.0,TRA,1.1404,28.626320800000002,33.209,36.03,0.0,0.0,2017.0,TRA,1.2324,44.403372,48.29,40.19321633333334
566367,1.79,0,0,323033456,2019,TRA,1.154433,2.0664350700000003,2.1,12.039,0.0,0.0,2018.0,TRA,1.1404,13.729275600000001,13.288,10.880999999999998,0.0,0.0,2017.0,TRA,1.2324,13.409744399999997,13.288,31.504874333333326
566417,45.349,0,0,323058555,2019,ATL,1.221567,55.396841883,48.29,41.53100000000001,0.0,0.0,2018.0,ATL,1.2182,50.593064200000015,48.29,51.39100000000001,0.0,0.0,2017.0,ATL,1.2617,64.84002470000001,66.461,24.717081333333343
567014,5.9979999999999976,0,0,323367038,2019,ATL,1.221567,7.326958865999997,7.425,13.856,0.0,0.0,2018.0,ATL,1.2182,16.8793792,16.24,3.0210000000000004,0.0,0.0,2017.0,ATL,1.2617,3.8115957000000007,3.831,31.334653
567121,20.813000000000002,0,0,323428839,2019,SNG,1.0985,22.863080500000002,25.362,28.666,0.0,0.0,2018.0,SNG,1.0775,30.887614999999997,33.209,15.802,0.0,0.0,2017.0,SNG,1.1546,18.2449892,20.379,42.04370433333334
567512,134.953,0,0,323634735,2019,ATL,1.221567,164.854131351,168.975,92.131,0.0,0.0,2018.0,ATL,1.2182,112.2339842,115.04,124.646,0.0,0.0,2017.0,ATL,1.2617,157.2658582,161.198,499.5305263333334
569228,37.69,0,0,324442352,2019,ATL,1.221567,46.04086023,48.29,25.212,0.0,0.0,2018.0,ATL,1.2182,30.713258399999997,33.209,40.35,0.0,0.0,2017.0,ATL,1.2617,50.909595,48.29,65.32252133333334
569346,39.579,0,0,324539313,2019,ATL,1.221567,48.348400293000005,48.29,29.039,0.0,0.0,2018.0,ATL,1.2182,35.375309800000004,33.209,28.891,0.0,0.0,2017.0,ATL,1.2617,36.4517747,33.209,37.55780800000001
569545,91.912,0,0,324774439,2019,BRU,1.132533,104.09337309600001,106.696,75.777,0.0,0.0,2018.0,BRU,1.2119,91.8341463,94.13,85.958,0.0,0.0,2017.0,BRU,1.054,90.599732,92.865,66.57351700000004
569992,12.55,0,0,325033925,2019,ATL,1.221567,15.330665850000003,16.24,3.572,0.0,0.0,2018.0,ATL,1.2182,4.3514104,4.349,4.1,0.0,0.0,2017.0,ATL,1.2617,5.172969999999999,5.374,25.38096133333334
570051,9.988,0,0,325089951,2019,SNG,1.0985,10.971817999999999,11.225,10.236,0.0,0.0,2018.0,SNG,1.0775,11.02929,11.225,0.0,0.0,0.0,2017.0,SNG,1.1546,0.0,0.024,34.09955733333334
570130,12.599,0,0,325159630,2019,ATL,1.221567,15.390522633000002,16.24,0.0,0.0,0.0,2018.0,ATL,1.2182,0.0,0.024,0.0,0.0,0.0,2017.0,ATL,1.2617,0.0,0.024,52.91160033333335
570164,85.823,0,0,325172712,2019,BRU,1.132533,97.19737965899999,99.627,102.783,0.0,0.0,2018.0,BRU,1.2119,124.5627177,127.677,97.398,0.0,0.0,2017.0,BRU,1.054,102.657492,105.224,75.1034083333334
571627,0.23,0,0,325798056,2019,ATL,1.221567,0.28096041000000005,0.255,58.67100000000001,0.0,0.0,2018.0,ATL,1.2182,71.4730122,73.26,0.111,0.0,0.0,2017.0,ATL,1.2617,0.1400487,0.154,1140.7730403333337
572598,202.125,0,0,326205525,2019,SNG,1.0985,222.0343125,227.585,222.942,0.0,0.0,2018.0,SNG,1.0775,240.220005,246.226,160.394,0.0,0.0,2017.0,SNG,1.1546,185.19091240000003,189.821,1014.5126923333332
574454,21.029,0,0,326971234,2019,TRA,1.154433,24.276571557,25.362,21.591,0.0,0.0,2018.0,TRA,1.1404,24.622376400000004,25.362,31.596,0.0,0.0,2017.0,TRA,1.2324,38.9389104,48.29,35.346226333333334
574844,69.18,0,0,327134519,2019,SNG,1.0985,75.99423000000002,77.894,71.956,0.0,0.0,2018.0,SNG,1.0775,77.53259,79.471,9.799,0.0,1.0,2017.0,SNG,1.1546,11.3139254,11.225,1232.8836643333336
574987,22.505,0,0,327194616,2019,SNG,1.0985,24.7217425,25.362,22.742,0.0,0.0,2018.0,SNG,1.0775,24.504504999999998,25.362,12.793,0.0,0.0,2017.0,SNG,1.1546,14.7707978,16.24,32.226952333333344
575238,41.633,0,0,327301350,2019,TRA,1.154433,48.062509089,48.29,32.563,0.0,0.0,2018.0,TRA,1.1404,37.13484520000001,33.209,47.919,0.0,0.0,2017.0,TRA,1.2324,59.05537559999999,48.29,59.59757199999996
575435,15.995,0,0,327380670,2019,ATL,1.221567,19.538964165,20.379,2.639,0.0,0.0,2018.0,ATL,1.2182,3.2148297999999995,3.316,,-1.0,0.0,2017.0,ATL,1.2617,,,89.191368
576888,0.0,0,0,327989032,2019,MAC,1.2811,0.0,0.024,39.408,0.0,0.0,2018.0,MAC,1.2697,50.0363376,48.29,31.409,0.0,0.0,2017.0,MAC,1.3218,41.5164162,48.29,433.9166243333333
577647,109.72399999999999,0,0,328316101,2019,ATL,1.221567,134.035217508,137.386,66.67399999999999,0.0,0.0,2018.0,ATL,1.2182,81.22226679999999,83.253,49.992,0.0,0.0,2017.0,ATL,1.2617,63.074906399999996,64.652,949.9172413333332
578050,21.45,0,0,328485054,2019,ATL,1.221567,26.20261215,25.362,29.144,0.0,0.0,2018.0,ATL,1.2182,35.503220799999994,33.209,38.968,0.0,0.0,2017.0,ATL,1.2617,49.16592560000001,48.29,77.09815600000005
578207,29.875999999999998,0,0,328551344,2019,TRA,1.154433,34.489840308,33.209,6.259,0.0,0.0,2018.0,TRA,1.1404,7.137763600000001,7.425,,-1.0,0.0,2017.0,TRA,1.2324,,,278.88134449999995
578515,2.526,0,0,328676916,2019,BRU,1.132533,2.8607783579999997,2.92,9.104,0.0,0.0,2018.0,BRU,1.2119,11.033137599999998,11.225,13.502,0.0,0.0,2017.0,BRU,1.054,14.231108,16.24,30.514177333333336
579358,24.436,0,0,329028946,2019,ATL,1.221567,29.850211212,33.209,18.523,0.0,0.0,2018.0,ATL,1.2182,22.5647186,25.362,4.1110000000000015,0.0,0.0,2017.0,ATL,1.2617,5.186848700000002,5.374,109.29582299999998
580213,36.463,0,0,329390233,2019,ATL,1.221567,44.541997521000006,48.29,27.216,0.0,0.0,2018.0,ATL,1.2182,33.1545312,33.209,16.442,0.0,0.0,2017.0,ATL,1.2617,20.7448714,20.379,100.40442100000001
580589,22.149,0,0,329551840,2019,ATL,1.221567,27.056487483,25.362,11.687,0.0,0.0,2018.0,ATL,1.2182,14.237103399999999,16.24,5.824,0.0,0.0,2017.0,ATL,1.2617,7.3481408,7.425,68.38897300000002
581987,114.301,0,0,330126927,2019,ROM,1.112033,127.106483933,130.284,104.404,0.0,0.0,2018.0,ROM,1.0876,113.54979039999999,116.389,96.196,0.0,0.0,2017.0,ROM,1.1691,112.4627436,115.274,82.18548300000003
583176,19.355999999999998,0,0,330630759,2019,TRA,1.154433,22.345205147999998,25.362,0.075,0.0,0.0,2018.0,TRA,1.1404,0.08553000000000001,0.024,27.35,0.0,0.0,2017.0,TRA,1.2324,33.70614,33.209,196.59777033333336
584591,10.208,0,0,331221533,2019,SAV,1.2909329999999999,13.177844063999999,13.288,20.693,0.0,0.0,2018.0,SAV,1.2667,26.2118231,25.362,11.897,0.0,0.0,2017.0,SAV,1.3493,16.0526221,16.24,31.69292700000001
584725,21.434,0,0,331281580,2019,ATL,1.221567,26.183067078000004,25.362,28.375,0.0,0.0,2018.0,ATL,1.2182,34.566424999999995,33.209,34.382,0.0,0.0,2017.0,ATL,1.2617,43.3797694,48.29,41.985372333333316
585256,27.804000000000002,0,0,331499142,2019,ATL,1.221567,33.964448868000005,33.209,17.673,0.0,0.0,2018.0,ATL,1.2182,21.529248599999995,20.379,17.000999999999998,0.0,0.0,2017.0,ATL,1.2617,21.4501617,20.379,36.632259000000026
585285,38.99,0,0,331511928,2019,ATL,1.221567,47.62889733000001,48.29,11.095,0.0,0.0,2018.0,ATL,1.2182,13.515929,13.288,3.929,0.0,0.0,2017.0,ATL,1.2617,4.9572193,4.863,343.1260503333334
585421,94.068,0,0,331566442,2019,ATL,1.221567,114.910364556,117.783,65.546,0.0,0.0,2018.0,ATL,1.2182,79.84813720000001,81.844,32.764,0.0,0.0,2017.0,ATL,1.2617,41.3383388,48.29,941.0574039999999
585616,158.953,0,0,331646758,2019,ATL,1.221567,194.171739351,199.026,188.471,0.0,0.0,2018.0,ATL,1.2182,229.59537219999999,235.335,124.116,0.0,0.0,2017.0,ATL,1.2617,156.5971572,160.512,1037.7491530000002
586076,16.744,0,0,331840510,2019,ATL,1.221567,20.453917848,20.379,6.938,0.0,0.0,2018.0,ATL,1.2182,8.451871599999999,8.453,3.062,0.0,0.0,2017.0,ATL,1.2617,3.8633254,3.831,49.72968933333333
586139,11.152000000000001,0,0,331868346,2019,ATL,1.221567,13.622915184000002,13.288,20.491,0.0,0.0,2018.0,ATL,1.2182,24.9621362,25.362,23.219,0.0,0.0,2017.0,ATL,1.2617,29.295412300000002,33.209,40.04523233333333
586890,46.678000000000004,0,0,332180844,2019,ATL,1.221567,57.02030442600001,48.29,58.768,0.0,0.0,2018.0,ATL,1.2182,71.5911776,73.381,,-1.0,0.0,2017.0,ATL,1.2617,,,73.08404999999996
587080,57.645,0,0,332269023,2019,ATL,1.221567,70.417229715,72.178,39.672,0.0,0.0,2018.0,ATL,1.2182,48.328430399999995,48.29,52.21100000000001,0.0,0.0,2017.0,ATL,1.2617,65.87461870000001,67.521,84.96393433333343
587711,38.163000000000004,0,0,332553966,2019,TRA,1.154433,44.056626579,48.29,25.863000000000003,0.0,0.0,2018.0,TRA,1.1404,29.494165200000005,33.209,15.943,0.0,0.0,2017.0,TRA,1.2324,19.6481532,20.379,123.90413333333338
588143,22.28,0,0,332773262,2019,TRA,1.154433,25.72076724,25.362,17.537,0.0,0.0,2018.0,TRA,1.1404,19.9991948,20.379,12.358,0.0,0.0,2017.0,TRA,1.2324,15.2299992,16.24,24.627362333333338
588144,50.151,0,0,332773863,2019,TRA,1.154433,57.89596938300001,48.29,34.668,0.0,0.0,2018.0,TRA,1.1404,39.5353872,48.29,30.87,0.0,0.0,2017.0,TRA,1.2324,38.044188,48.29,104.31750900000003
588148,28.605999999999998,0,0,332777901,2019,ATL,1.221567,34.944145602,33.209,35.504,0.0,0.0,2018.0,ATL,1.2182,43.25097279999999,48.29,38.262,0.0,0.0,2017.0,ATL,1.2617,48.2751654,48.29,24.737884000000008
588280,11.867,0,0,332862152,2019,ATL,1.221567,14.496335589000003,16.24,5.242000000000001,0.0,0.0,2018.0,ATL,1.2182,6.3858044000000005,6.396,28.24,0.0,0.0,2017.0,ATL,1.2617,35.630408,33.209,140.14562633333333
588341,65.502,0,0,332897068,2019,TRA,1.154433,75.617670366,77.508,65.368,0.0,0.0,2018.0,TRA,1.1404,74.5456672,76.409,31.897,0.0,0.0,2017.0,TRA,1.2324,39.3098628,48.29,374.93697033333325
588980,83.545,0,0,333275733,2019,ATL,1.221567,102.05581501500001,104.607,51.496,0.0,0.0,2018.0,ATL,1.2182,62.732427200000004,64.301,39.336,0.0,0.0,2017.0,ATL,1.2617,49.6302312,48.29,521.5732803333334
590043,18.067,0,0,334036755,2019,ATL,1.221567,22.070050989000002,25.362,11.41,0.0,0.0,2018.0,ATL,1.2182,13.899662,13.288,0.066,0.0,0.0,2017.0,ATL,1.2617,0.0832722,0.024,82.83966433333333
590089,37.251,0,0,334062844,2019,VAL,1.202167,44.781922916999996,48.29,0.0,0.0,0.0,2018.0,VAL,1.2188,0.0,0.024,33.459,0.0,0.0,2017.0,VAL,1.1991,40.1206869,48.29,420.253491
590137,0.395,0,0,334103876,2019,ATL,1.221567,0.482518965,0.461,16.204,0.0,0.0,2018.0,ATL,1.2182,19.7397128,20.379,14.382,0.0,0.0,2017.0,ATL,1.2617,18.1457694,20.379,74.81338900000002
590711,0.031,0,0,334677230,2019,ATL,1.221567,0.037868577,0.024,0.434,1.0,0.0,2018.0,ATL,1.2182,0.5286988,0.563,10.988,0.0,0.0,2017.0,ATL,1.2617,13.8635596,13.288,38.60086233333333
590901,31.924,0,0,334820869,2019,ATL,1.221567,38.997304908000004,48.29,27.72,0.0,0.0,2018.0,ATL,1.2182,33.768504,33.209,21.271,0.0,0.0,2017.0,ATL,1.2617,26.837620700000002,25.362,28.791604333333325
591004,0.006999999999999999,0,0,334888814,2019,TRA,1.154433,0.008081030999999999,0.024,36.686,0.0,0.0,2018.0,TRA,1.1404,41.836714400000005,48.29,37.844,0.0,0.0,2017.0,TRA,1.2324,46.6389456,48.29,463.0547623333333
591109,15.532,0,0,334977347,2019,ATL,1.221567,18.973378644,20.379,0.629,0.0,0.0,2018.0,ATL,1.2182,0.7662477999999999,0.768,17.865,0.0,0.0,2017.0,ATL,1.2617,22.5402705,25.362,87.43699899999999
591137,1.986,0,0,334994329,2019,ATL,1.221567,2.426032062,2.509,12.139,0.0,0.0,2018.0,ATL,1.2182,14.7877298,16.24,3.032,0.0,0.0,2017.0,ATL,1.2617,3.8254744,3.831,31.185828999999995
591221,29.968000000000004,0,0,335035503,2019,ATL,1.221567,36.60791985600001,33.209,40.31,0.0,0.0,2018.0,ATL,1.2182,49.105642,48.29,16.21,0.0,0.0,2017.0,ATL,1.2617,20.452157000000003,20.379,146.17492133333334
591637,6.348,0,0,335394824,2019,ATL,1.221567,7.754507316000001,7.939,12.325,0.0,0.0,2018.0,ATL,1.2182,15.014314999999998,16.24,26.553,0.0,0.0,2017.0,ATL,1.2617,33.5019201,33.209,107.73375633333336
592184,69.714,0,0,335663549,2019,TRA,1.154433,80.480142162,82.492,100.532,0.0,0.0,2018.0,TRA,1.1404,114.64669280000001,117.513,134.18,0.0,0.0,2017.0,TRA,1.2324,165.363432,169.498,1039.6336973333337
592764,48.42,0,0,335934238,2019,VAL,1.202167,58.20892614,48.29,16.430999999999994,0.0,0.0,2018.0,VAL,1.2188,20.026102799999993,20.379,4.437,0.0,0.0,2017.0,VAL,1.1991,5.3204067,5.374,516.9427410000001
592996,24.965999999999998,0,0,336030081,2019,ATL,1.221567,30.497641721999997,33.209,21.258000000000006,0.0,0.0,2018.0,ATL,1.2182,25.896495600000005,25.362,32.257,0.0,0.0,2017.0,ATL,1.2617,40.698656899999996,48.29,31.314324333333293
594337,34.876999999999995,0,0,336633629,2019,ATL,1.221567,42.60459225899999,48.29,47.423,0.0,0.0,2018.0,ATL,1.2182,57.7706986,48.29,37.338,0.0,0.0,2017.0,ATL,1.2617,47.1093546,48.29,44.19431033333336
594566,11.564,0,0,336727654,2019,ATL,1.221567,14.126200788,16.24,2.359,0.0,0.0,2018.0,ATL,1.2182,2.8737337999999997,2.92,,-1.0,0.0,2017.0,ATL,1.2617,,,42.366012500000004
595397,20.723000000000006,0,0,337099260,2019,ATL,1.221567,25.31453294100001,25.362,9.974,0.0,0.0,2018.0,ATL,1.2182,12.1503268,13.288,10.469,0.0,0.0,2017.0,ATL,1.2617,13.2087373,13.288,36.82175700000004
595706,38.488,0,0,337289125,2019,ATL,1.221567,47.015670696,48.29,29.871,0.0,0.0,2018.0,ATL,1.2182,36.388852199999995,33.209,28.002,0.0,0.0,2017.0,ATL,1.2617,35.3301234,33.209,31.283674333333337
595868,2.524,0,0,337496848,2019,ATL,1.221567,3.0832351080000002,3.316,9.427,0.0,0.0,2018.0,ATL,1.2182,11.4839714,11.225,12.43,0.0,0.0,2017.0,ATL,1.2617,15.682931,16.24,25.799708999999996
596093,19.785,0,0,337631746,2019,ATL,1.221567,24.168703095,25.362,19.496,0.0,0.0,2018.0,ATL,1.2182,23.750027199999998,25.362,7.712999999999999,0.0,0.0,2017.0,ATL,1.2617,9.731492099999999,9.978,47.442632333333336
596510,9.992,0,0,337958089,2019,ATL,1.221567,12.205897464000001,13.288,13.789,0.0,0.0,2018.0,ATL,1.2182,16.797759799999998,16.24,21.131,0.0,0.0,2017.0,ATL,1.2617,26.6609827,25.362,32.06658233333333
600383,9.765,0,0,339772553,2019,SAV,1.2909329999999999,12.605960744999999,13.288,11.732,0.0,0.0,2018.0,SAV,1.2667,14.860924399999998,16.24,2.037,0.0,0.0,2017.0,SAV,1.3493,2.7485240999999996,2.818,26.26401633333333
600674,,-1,0,339895145,2019,ATL,1.221567,,,13.481,1.0,0.0,2018.0,ATL,1.2182,16.4225542,16.24,5.5939999999999985,0.0,0.0,2017.0,ATL,1.2617,7.0579497999999985,7.425,31.10238450000001
600898,42.786,0,0,339986432,2019,ATL,1.221567,52.265965662000006,48.29,32.349000000000004,0.0,0.0,2018.0,ATL,1.2182,39.4075518,48.29,34.944,0.0,0.0,2017.0,ATL,1.2617,44.088844800000004,48.29,29.526992999999987
601374,29.363000000000003,0,0,340181686,2019,MAC,1.2811,37.6169393,33.209,54.73,0.0,0.0,2018.0,MAC,1.2697,69.490681,71.228,0.726,0.0,0.0,2017.0,MAC,1.3218,0.9596268,0.973,729.9990789999999
603174,37.434,0,0,340932332,2019,MAC,1.2811,47.956697399999996,48.29,30.297,0.0,0.0,2018.0,MAC,1.2697,38.4681009,48.29,24.85,0.0,0.0,2017.0,MAC,1.3218,32.84673,33.209,39.82727233333331
603783,19.344,0,0,341187262,2019,ATL,1.221567,23.629992048000002,25.362,30.016,0.0,0.0,2018.0,ATL,1.2182,36.5654912,33.209,21.599,0.0,0.0,2017.0,ATL,1.2617,27.2514583,25.362,31.637082999999983
604056,,-1,0,341315275,2019,ATL,1.221567,,,30.799,0.0,0.0,2018.0,ATL,1.2182,37.5193418,33.209,39.83,0.0,0.0,2017.0,ATL,1.2617,50.253510999999996,48.29,40.77948049999999
604116,14.559000000000001,0,0,341344724,2019,ATL,1.221567,17.784793953,16.24,7.11,0.0,0.0,2018.0,ATL,1.2182,8.661402,8.961,35.948,0.0,0.0,2017.0,ATL,1.2617,45.355591600000004,48.29,224.10119433333335
604241,2.8789999999999996,0,0,341411435,2019,ATL,1.221567,3.516891393,3.831,9.72,0.0,0.0,2018.0,ATL,1.2182,11.840904,11.225,13.319,0.0,0.0,2017.0,ATL,1.2617,16.804582300000003,16.24,28.12428033333334
604251,53.74,0,0,341415642,2019,ATL,1.221567,65.64701058,67.288,69.994,0.0,0.0,2018.0,ATL,1.2182,85.26669079999999,87.398,63.644,0.0,0.0,2017.0,ATL,1.2617,80.2996348,82.307,67.10070533333331
604261,7.25,0,0,341422854,2019,ATL,1.221567,8.85636075,8.961,26.756,0.0,0.0,2018.0,ATL,1.2182,32.5941592,33.209,7.671,0.0,0.0,2017.0,ATL,1.2617,9.6785007,9.978,124.14975033333333
604268,0.0,0,0,341427662,2019,ATL,1.221567,0.0,0.024,4.3180000000000005,0.0,0.0,2018.0,ATL,1.2182,5.2601876,5.374,16.467,0.0,0.0,2017.0,ATL,1.2617,20.776413899999998,20.379,72.9009023333333
604298,21.225,0,0,341442687,2019,ATL,1.221567,25.927759575000003,25.362,17.407,0.0,0.0,2018.0,ATL,1.2182,21.2052074,20.379,0.07400000000000001,0.0,0.0,2017.0,ATL,1.2617,0.09336580000000001,0.024,127.06246900000002
604307,30.04,0,0,341446293,2019,ATL,1.221567,36.69587268,33.209,25.405,0.0,0.0,2018.0,ATL,1.2182,30.948371,33.209,14.398,0.0,0.0,2017.0,ATL,1.2617,18.1659566,20.379,64.55157299999999
604313,68.708,0,0,341448697,2019,ATL,1.221567,83.931425436,86.03,52.57899999999999,0.0,0.0,2018.0,ATL,1.2182,64.05173779999998,65.653,0.237,0.0,0.0,2017.0,ATL,1.2617,0.2990229,0.358,1281.3512409999998
604315,27.553,0,0,341449298,2019,ATL,1.221567,33.657835551000005,33.209,47.008,0.0,0.0,2018.0,ATL,1.2182,57.265145600000004,48.29,34.873000000000005,0.0,0.0,2017.0,ATL,1.2617,43.999264100000005,48.29,96.55627500000001
604776,22.094,0,0,341640021,2019,ATL,1.221567,26.989301298000004,25.362,23.796,0.0,0.0,2018.0,ATL,1.2182,28.9882872,33.209,11.899,0.0,0.0,2017.0,ATL,1.2617,15.012968299999999,16.24,41.395573000000006
604860,39.333,0,0,341682711,2019,ATL,1.221567,48.047894811,48.29,24.937,0.0,0.0,2018.0,ATL,1.2182,30.3782534,33.209,53.408,0.0,0.0,2017.0,ATL,1.2617,67.3848736,69.069,202.658047
605537,2.7239999999999998,1,1,341979745,2019,ATL,1.221567,3.327548508,3.316,2.724,0.0,0.0,2018.0,ATL,1.2182,3.3183768000000002,3.316,12.098,0.0,0.0,2017.0,ATL,1.2617,15.264046600000002,16.24,29.290625333333338
606154,0.0,0,0,342238528,2019,ATL,1.221567,0.0,0.024,3.778,0.0,0.0,2018.0,ATL,1.2182,4.6023596,4.863,15.895,0.0,0.0,2017.0,ATL,1.2617,20.0547215,20.379,68.95766633333332
606656,21.287,0,0,342446958,2019,ATL,1.221567,26.003496729000002,25.362,24.982,0.0,0.0,2018.0,ATL,1.2182,30.433072399999997,33.209,38.99,0.0,0.0,2017.0,ATL,1.2617,49.19368300000001,48.29,87.21221633333337
606686,22.146,0,0,342460781,2019,ATL,1.221567,27.052822782000003,25.362,24.239,0.0,0.0,2018.0,ATL,1.2182,29.5279498,33.209,14.928,0.0,0.0,2017.0,ATL,1.2617,18.834657600000003,20.379,23.862482333333332
606761,,-1,0,342491432,2019,ATL,1.221567,,,3.201,0.0,0.0,2018.0,ATL,1.2182,3.8994581999999998,3.831,10.087,0.0,0.0,2017.0,ATL,1.2617,12.7267679,13.288,23.708498
